40962
   0.000000E+00   0.900000E+02 7
   0.540000E+02   0.890088E+02 7
   0.126000E+03   0.890088E+02 7
   0.540000E+02   0.880177E+02 7
   0.900000E+02   0.883960E+02 7
   0.126000E+03   0.880177E+02 7
   0.540000E+02   0.870265E+02 7
   0.763898E+02   0.875242E+02 7
   0.103610E+03   0.875242E+02 7
   0.126000E+03   0.870265E+02 7
   0.540000E+02   0.860353E+02 7
   0.700430E+02   0.865862E+02 7
   0.900000E+02   0.867907E+02 7
   0.109957E+03   0.865862E+02 7
   0.126000E+03   0.860353E+02 7
   0.540000E+02   0.850441E+02 7
   0.664579E+02   0.856242E+02 7
   0.817390E+02   0.859452E+02 7
   0.982610E+02   0.859452E+02 7
   0.113542E+03   0.856242E+02 7
   0.126000E+03   0.850441E+02 7
   0.540000E+02   0.840530E+02 7
   0.641717E+02   0.846511E+02 7
   0.764006E+02   0.850445E+02 7
   0.900000E+02   0.851828E+02 7
   0.103599E+03   0.850445E+02 7
   0.115828E+03   0.846511E+02 7
   0.126000E+03   0.840530E+02 7
   0.540000E+02   0.830618E+02 7
   0.625919E+02   0.836719E+02 7
   0.727271E+02   0.841137E+02 7
   0.840841E+02   0.843475E+02 7
   0.959159E+02   0.843475E+02 7
   0.107273E+03   0.841137E+02 7
   0.117408E+03   0.836719E+02 7
   0.126000E+03   0.830618E+02 7
   0.540000E+02   0.820706E+02 7
   0.614369E+02   0.826890E+02 7
   0.700657E+02   0.831649E+02 7
   0.797260E+02   0.834670E+02 7
   0.900000E+02   0.835709E+02 7
   0.100274E+03   0.834670E+02 7
   0.109934E+03   0.831649E+02 7
   0.118563E+03   0.826890E+02 7
   0.126000E+03   0.820706E+02 7
   0.540000E+02   0.810795E+02 7
   0.605567E+02   0.817036E+02 7
   0.680575E+02   0.822045E+02 7
   0.764186E+02   0.825571E+02 7
   0.853973E+02   0.827398E+02 7
   0.946027E+02   0.827398E+02 7
   0.103581E+03   0.825571E+02 7
   0.111942E+03   0.822045E+02 7
   0.119443E+03   0.817036E+02 7
   0.126000E+03   0.810795E+02 7
   0.540000E+02   0.800883E+02 7
   0.598642E+02   0.807165E+02 7
   0.664925E+02   0.812362E+02 7
   0.738395E+02   0.816272E+02 7
   0.817591E+02   0.818708E+02 7
   0.900000E+02   0.819536E+02 7
   0.982409E+02   0.818708E+02 7
   0.106161E+03   0.816272E+02 7
   0.113508E+03   0.812362E+02 7
   0.120136E+03   0.807165E+02 7
   0.126000E+03   0.800883E+02 7
   0.540000E+02   0.790971E+02 7
   0.593055E+02   0.797281E+02 7
   0.652407E+02   0.802623E+02 7
   0.717805E+02   0.806831E+02 7
   0.788340E+02   0.809745E+02 7
   0.862366E+02   0.811237E+02 7
   0.937634E+02   0.811237E+02 7
   0.101166E+03   0.809745E+02 7
   0.108220E+03   0.806831E+02 7
   0.114759E+03   0.802623E+02 7
   0.120695E+03   0.797281E+02 7
   0.126000E+03   0.790971E+02 7
   0.540000E+02   0.781059E+02 7
   0.588454E+02   0.787387E+02 7
   0.642179E+02   0.792843E+02 7
   0.701034E+02   0.797286E+02 7
   0.764436E+02   0.800581E+02 7
   0.831284E+02   0.802611E+02 7
   0.900000E+02   0.803297E+02 7
   0.968716E+02   0.802611E+02 7
   0.103556E+03   0.800581E+02 7
   0.109897E+03   0.797286E+02 7
   0.115782E+03   0.792843E+02 7
   0.121155E+03   0.787387E+02 7
   0.126000E+03   0.781059E+02 7
   0.540000E+02   0.771148E+02 7
   0.584603E+02   0.777486E+02 7
   0.633674E+02   0.783029E+02 7
   0.687136E+02   0.787661E+02 7
   0.744606E+02   0.791264E+02 7
   0.805331E+02   0.793734E+02 7
   0.868195E+02   0.794991E+02 7
   0.931805E+02   0.794991E+02 7
   0.994669E+02   0.793734E+02 7
   0.105539E+03   0.791264E+02 7
   0.111286E+03   0.787661E+02 7
   0.116633E+03   0.783029E+02 7
   0.121540E+03   0.777486E+02 7
   0.126000E+03   0.771148E+02 7
   0.540000E+02   0.761236E+02 7
   0.581332E+02   0.767577E+02 7
   0.626495E+02   0.773190E+02 7
   0.675449E+02   0.777974E+02 7
   0.727935E+02   0.781829E+02 7
   0.783429E+02   0.784662E+02 7
   0.841129E+02   0.786395E+02 7
   0.900000E+02   0.786979E+02 7
   0.958871E+02   0.786395E+02 7
   0.101657E+03   0.784662E+02 7
   0.107206E+03   0.781829E+02 7
   0.112455E+03   0.777974E+02 7
   0.117350E+03   0.773190E+02 7
   0.121867E+03   0.767577E+02 7
   0.126000E+03   0.761236E+02 7
   0.540000E+02   0.751324E+02 7
   0.578522E+02   0.757663E+02 7
   0.620360E+02   0.763330E+02 7
   0.665496E+02   0.768239E+02 7
   0.713752E+02   0.772301E+02 7
   0.764755E+02   0.775435E+02 7
   0.817922E+02   0.777569E+02 7
   0.872481E+02   0.778650E+02 7
   0.927519E+02   0.778650E+02 7
   0.982078E+02   0.777569E+02 7
   0.103525E+03   0.775435E+02 7
   0.108625E+03   0.772301E+02 7
   0.113450E+03   0.768239E+02 7
   0.117964E+03   0.763330E+02 7
   0.122148E+03   0.757663E+02 7
   0.126000E+03   0.751324E+02 7
   0.540000E+02   0.741413E+02 7
   0.576082E+02   0.747744E+02 7
   0.615059E+02   0.753452E+02 7
   0.656925E+02   0.758462E+02 7
   0.701556E+02   0.762697E+02 7
   0.748682E+02   0.766084E+02 7
   0.797874E+02   0.768556E+02 7
   0.848549E+02   0.770062E+02 7
   0.900000E+02   0.770568E+02 7
   0.951451E+02   0.770062E+02 7
   0.100213E+03   0.768556E+02 7
   0.105132E+03   0.766084E+02 7
   0.109844E+03   0.762697E+02 7
   0.114307E+03   0.758462E+02 7
   0.118494E+03   0.753452E+02 7
   0.122392E+03   0.747744E+02 7
   0.126000E+03   0.741413E+02 7
   0.540000E+02   0.731501E+02 7
   0.573944E+02   0.737821E+02 7
   0.610435E+02   0.743560E+02 7
   0.649473E+02   0.748652E+02 7
   0.690971E+02   0.753031E+02 7
   0.734729E+02   0.756630E+02 7
   0.780428E+02   0.759389E+02 7
   0.827624E+02   0.761260E+02 7
   0.875766E+02   0.762205E+02 7
   0.924234E+02   0.762205E+02 7
   0.972376E+02   0.761260E+02 7
   0.101957E+03   0.759389E+02 7
   0.106527E+03   0.756630E+02 7
   0.110903E+03   0.753031E+02 7
   0.115053E+03   0.748652E+02 7
   0.118957E+03   0.743560E+02 7
   0.122606E+03   0.737821E+02 7
   0.126000E+03   0.731501E+02 7
   0.540000E+02   0.721589E+02 7
   0.572057E+02   0.727893E+02 7
   0.606369E+02   0.733654E+02 7
   0.642940E+02   0.738814E+02 7
   0.681706E+02   0.743312E+02 7
   0.722521E+02   0.747091E+02 7
   0.765140E+02   0.750096E+02 7
   0.809225E+02   0.752280E+02 7
   0.854344E+02   0.753606E+02 7
   0.900000E+02   0.754050E+02 7
   0.945656E+02   0.753606E+02 7
   0.990775E+02   0.752280E+02 7
   0.103486E+03   0.750096E+02 7
   0.107748E+03   0.747091E+02 7
   0.111829E+03   0.743312E+02 7
   0.115706E+03   0.738814E+02 7
   0.119363E+03   0.733654E+02 7
   0.122794E+03   0.727893E+02 7
   0.126000E+03   0.721589E+02 7
   0.540000E+02   0.711677E+02 7
   0.570379E+02   0.717962E+02 7
   0.602766E+02   0.723737E+02 7
   0.637168E+02   0.728950E+02 7
   0.673537E+02   0.733549E+02 7
   0.711762E+02   0.737480E+02 7
   0.751657E+02   0.740695E+02 7
   0.792959E+02   0.743149E+02 7
   0.835329E+02   0.744807E+02 7
   0.878367E+02   0.745643E+02 7
   0.921633E+02   0.745643E+02 7
   0.964671E+02   0.744807E+02 7
   0.100704E+03   0.743149E+02 7
   0.104834E+03   0.740695E+02 7
   0.108824E+03   0.737480E+02 7
   0.112646E+03   0.733549E+02 7
   0.116283E+03   0.728950E+02 7
   0.119723E+03   0.723737E+02 7
   0.122962E+03   0.717962E+02 7
   0.126000E+03   0.711677E+02 7
   0.540000E+02   0.701766E+02 7
   0.568879E+02   0.708028E+02 7
   0.599554E+02   0.713810E+02 7
   0.632034E+02   0.719066E+02 7
   0.666285E+02   0.723747E+02 7
   0.702220E+02   0.727808E+02 7
   0.739694E+02   0.731203E+02 7
   0.778503E+02   0.733891E+02 7
   0.818378E+02   0.735839E+02 7
   0.858997E+02   0.737018E+02 7
   0.900000E+02   0.737413E+02 7
   0.941003E+02   0.737018E+02 7
   0.981622E+02   0.735839E+02 7
   0.102150E+03   0.733891E+02 7
   0.106031E+03   0.731203E+02 7
   0.109778E+03   0.727808E+02 7
   0.113372E+03   0.723747E+02 7
   0.116797E+03   0.719066E+02 7
   0.120045E+03   0.713810E+02 7
   0.123112E+03   0.708028E+02 7
   0.126000E+03   0.701766E+02 7
   0.540000E+02   0.691854E+02 7
   0.567529E+02   0.698091E+02 7
   0.596673E+02   0.703874E+02 7
   0.627442E+02   0.709162E+02 7
   0.659808E+02   0.713912E+02 7
   0.693705E+02   0.718082E+02 7
   0.729021E+02   0.721632E+02 7
   0.765591E+02   0.724523E+02 7
   0.803203E+02   0.726724E+02 7
   0.841597E+02   0.728206E+02 7
   0.880478E+02   0.728952E+02 7
   0.919522E+02   0.728952E+02 7
   0.958403E+02   0.728206E+02 7
   0.996797E+02   0.726724E+02 7
   0.103441E+03   0.724523E+02 7
   0.107098E+03   0.721632E+02 7
   0.110629E+03   0.718082E+02 7
   0.114019E+03   0.713912E+02 7
   0.117256E+03   0.709162E+02 7
   0.120333E+03   0.703874E+02 7
   0.123247E+03   0.698091E+02 7
   0.126000E+03   0.691854E+02 7
   0.540000E+02   0.681942E+02 7
   0.566309E+02   0.688151E+02 7
   0.594076E+02   0.693930E+02 7
   0.623311E+02   0.699241E+02 7
   0.653992E+02   0.704047E+02 7
   0.686068E+02   0.708310E+02 7
   0.719448E+02   0.711993E+02 7
   0.754004E+02   0.715060E+02 7
   0.789563E+02   0.717482E+02 7
